id,name,age,specialty,years_of_experience,salary
8568,Jane Smith8568,48,General Surgery,2,103752
8569,John Doe8569,40,Ophthalmology,28,103009
8570,David Wilson8570,38,Dermatology,2,126890
8571,Sarah Davis8571,32,Orthopedics,35,124836
8572,John Doe8572,59,Orthopedics,22,86086
8573,Emily Johnson8573,31,Dermatology,2,137790
8574,Sarah Davis8574,62,General Surgery,1,90156
8575,Emily Johnson8575,43,Cardiology,34,171417
8576,David Wilson8576,55,Orthopedics,20,174574
8577,Michael Brown8577,52,Cardiology,28,159644
8578,James Anderson8578,25,General Surgery,9,196517
8579,Patricia Taylor8579,65,Orthopedics,11,123876
8580,David Wilson8580,56,Ophthalmology,11,143052
8581,Jane Smith8581,64,Ophthalmology,22,131344
8582,Jane Smith8582,50,Pediatrics,30,195071
8583,David Wilson8583,51,Dermatology,13,148335
8584,James Anderson8584,38,Ophthalmology,19,164416
8585,Jane Smith8585,30,Neurology,36,114566
8586,Jane Smith8586,63,Cardiology,26,132939
8587,James Anderson8587,59,Ophthalmology,35,157997
8588,Michael Brown8588,34,Cardiology,11,194849
8589,Sarah Davis8589,50,Neurology,25,180402
8590,Sarah Davis8590,62,Pediatrics,18,155674
8591,Sarah Davis8591,62,Cardiology,17,182721
8592,David Wilson8592,30,Pediatrics,16,167448
8593,Robert Lee8593,54,Pediatrics,21,106539
8594,Patricia Taylor8594,46,Cardiology,39,144191
8595,Sarah Davis8595,47,Ophthalmology,32,121900
8596,James Anderson8596,33,Ophthalmology,27,125082
8597,Michael Brown8597,53,Ophthalmology,38,135931
8598,James Anderson8598,54,Dermatology,7,130376
8599,David Wilson8599,32,General Surgery,10,190562
8600,John Doe8600,35,General Surgery,25,127127
8601,Michael Brown8601,25,Pediatrics,5,178468
8602,James Anderson8602,42,Pediatrics,12,175912
8603,Emily Johnson8603,61,Pediatrics,7,84127
8604,Emily Johnson8604,28,Dermatology,27,193973
8605,John Doe8605,46,Neurology,6,183898
8606,John Doe8606,42,Pediatrics,27,175937
8607,Michael Brown8607,47,Pediatrics,1,156263
8608,Sarah Davis8608,37,Dermatology,22,112873
8609,Sarah Davis8609,47,Ophthalmology,2,160059
8610,James Anderson8610,33,Ophthalmology,10,196441
8611,Sarah Davis8611,44,Cardiology,16,183377
8612,John Doe8612,45,Dermatology,13,171912
8613,Michael Brown8613,56,Orthopedics,39,82768
8614,Emily Johnson8614,54,General Surgery,2,169979
8615,Laura Martinez8615,39,Orthopedics,7,111858
8616,Emily Johnson8616,58,General Surgery,30,162924
8617,Jane Smith8617,43,Orthopedics,34,183374
8618,John Doe8618,42,Cardiology,6,183773
8619,Emily Johnson8619,40,Ophthalmology,22,163659
8620,James Anderson8620,39,Neurology,6,182312
8621,Emily Johnson8621,36,Dermatology,7,151721
8622,David Wilson8622,37,Ophthalmology,33,104932
8623,Jane Smith8623,41,Pediatrics,14,135902
8624,Michael Brown8624,54,Cardiology,13,186032
8625,John Doe8625,62,Dermatology,35,86723
8626,Emily Johnson8626,51,Dermatology,14,80055
8627,Robert Lee8627,50,Ophthalmology,32,174233
8628,Robert Lee8628,40,General Surgery,4,168906
8629,John Doe8629,55,Pediatrics,33,108730
8630,John Doe8630,38,Ophthalmology,36,190082
8631,Emily Johnson8631,56,Pediatrics,20,165276
8632,Patricia Taylor8632,36,Ophthalmology,28,194381
8633,James Anderson8633,58,Orthopedics,40,197159
8634,Robert Lee8634,51,General Surgery,18,123000
8635,Patricia Taylor8635,32,General Surgery,26,120526
8636,Robert Lee8636,50,Ophthalmology,19,167435
8637,Patricia Taylor8637,29,Neurology,13,161735
8638,Patricia Taylor8638,53,General Surgery,10,125614
8639,James Anderson8639,29,Cardiology,23,192663
8640,Jane Smith8640,33,General Surgery,26,163444
8641,Robert Lee8641,36,Orthopedics,12,178076
8642,Emily Johnson8642,44,General Surgery,36,136284
8643,Patricia Taylor8643,26,Neurology,1,195179
8644,David Wilson8644,45,Ophthalmology,35,125933
8645,Patricia Taylor8645,60,Orthopedics,24,177062
8646,Michael Brown8646,65,Dermatology,17,147561
8647,Emily Johnson8647,49,Pediatrics,7,120997
8648,Robert Lee8648,52,Neurology,29,191077
8649,John Doe8649,36,Pediatrics,30,182628
8650,James Anderson8650,57,General Surgery,34,87830
8651,David Wilson8651,31,General Surgery,35,165391
8652,Robert Lee8652,51,Cardiology,9,178247
8653,Sarah Davis8653,61,Pediatrics,21,157742
8654,James Anderson8654,31,Pediatrics,14,197678
8655,Sarah Davis8655,60,Ophthalmology,29,180012
8656,Jane Smith8656,51,Orthopedics,28,84674
8657,Emily Johnson8657,65,Neurology,2,171680
8658,Emily Johnson8658,45,Dermatology,18,155360
8659,John Doe8659,58,Neurology,7,92574
8660,John Doe8660,64,Pediatrics,27,84379
8661,James Anderson8661,45,Cardiology,33,190295
8662,Sarah Davis8662,40,General Surgery,2,127905
8663,Laura Martinez8663,58,Cardiology,4,149847
8664,Laura Martinez8664,60,Neurology,19,199033
8665,David Wilson8665,59,General Surgery,7,126614
8666,Robert Lee8666,54,Orthopedics,29,177731
8667,David Wilson8667,64,Neurology,33,197101
8668,James Anderson8668,59,Neurology,27,82270
8669,David Wilson8669,25,Ophthalmology,11,112312
8670,Michael Brown8670,61,Pediatrics,7,142097
8671,Michael Brown8671,55,Orthopedics,38,178308
8672,Michael Brown8672,37,Cardiology,16,101863
8673,Jane Smith8673,32,Pediatrics,16,135321
8674,David Wilson8674,42,Neurology,7,110949
8675,Patricia Taylor8675,62,Pediatrics,10,118863
8676,Michael Brown8676,52,Cardiology,25,115042
8677,Jane Smith8677,31,Cardiology,17,83718
8678,Laura Martinez8678,43,Neurology,14,111850
8679,David Wilson8679,44,General Surgery,19,192387
8680,Patricia Taylor8680,26,General Surgery,30,155937
8681,Laura Martinez8681,46,General Surgery,26,182531
8682,Emily Johnson8682,26,Pediatrics,39,139386
8683,David Wilson8683,52,Pediatrics,26,80844
8684,Emily Johnson8684,49,Ophthalmology,36,88210
8685,John Doe8685,35,Cardiology,18,145835
8686,David Wilson8686,29,Pediatrics,8,151823
8687,Patricia Taylor8687,65,Ophthalmology,13,179713
8688,Michael Brown8688,28,Dermatology,33,186022
8689,David Wilson8689,28,Ophthalmology,31,131012
8690,Michael Brown8690,44,Dermatology,5,86610
8691,Patricia Taylor8691,59,Orthopedics,5,163781
8692,John Doe8692,42,Pediatrics,8,130247
8693,Sarah Davis8693,64,Pediatrics,37,107309
8694,John Doe8694,25,Orthopedics,14,164598
8695,Michael Brown8695,62,Cardiology,11,185591
8696,Jane Smith8696,64,Dermatology,29,99654
8697,James Anderson8697,37,Orthopedics,24,160720
8698,Michael Brown8698,36,Cardiology,24,98517
8699,James Anderson8699,58,Dermatology,4,143139
8700,Robert Lee8700,59,Orthopedics,40,108829
8701,Robert Lee8701,54,General Surgery,30,163122
8702,James Anderson8702,31,Dermatology,16,124736
8703,James Anderson8703,27,Dermatology,28,102136
8704,Laura Martinez8704,47,Ophthalmology,12,187460
8705,Robert Lee8705,57,General Surgery,23,81533
8706,James Anderson8706,61,Cardiology,9,180239
8707,Patricia Taylor8707,60,Orthopedics,28,167388
8708,John Doe8708,43,Pediatrics,17,172448
8709,Laura Martinez8709,39,Neurology,40,173504
8710,Emily Johnson8710,60,Ophthalmology,12,190902
8711,James Anderson8711,65,Neurology,12,173444
8712,Emily Johnson8712,40,Orthopedics,14,81445
8713,James Anderson8713,46,Orthopedics,27,179963
8714,Robert Lee8714,56,Cardiology,30,125356
8715,Patricia Taylor8715,28,Orthopedics,33,130587
8716,Sarah Davis8716,57,Pediatrics,3,96984
8717,Jane Smith8717,34,Orthopedics,12,106529
8718,Patricia Taylor8718,65,Ophthalmology,23,195799
8719,James Anderson8719,25,Dermatology,4,188501
8720,Jane Smith8720,33,Cardiology,39,105790
8721,Laura Martinez8721,34,Cardiology,19,94860
8722,Patricia Taylor8722,65,Pediatrics,26,104832
8723,Michael Brown8723,25,Cardiology,23,106666
8724,Patricia Taylor8724,62,Orthopedics,2,131925
8725,Robert Lee8725,44,General Surgery,19,103843
8726,Laura Martinez8726,28,Orthopedics,7,146876
8727,Michael Brown8727,65,Dermatology,13,157236
8728,Patricia Taylor8728,58,Orthopedics,31,160149
8729,David Wilson8729,53,General Surgery,12,170555
8730,Emily Johnson8730,60,General Surgery,11,131738
8731,Robert Lee8731,52,Cardiology,14,85618
8732,Michael Brown8732,65,Orthopedics,29,110606
8733,Patricia Taylor8733,35,General Surgery,6,141511
8734,Laura Martinez8734,37,General Surgery,10,83189
8735,Michael Brown8735,61,Dermatology,28,177101
8736,Sarah Davis8736,33,Cardiology,19,81550
8737,Sarah Davis8737,48,Pediatrics,32,80869
8738,Sarah Davis8738,51,Ophthalmology,15,140315
8739,Sarah Davis8739,47,General Surgery,2,106581
8740,James Anderson8740,40,Cardiology,29,118772
8741,Robert Lee8741,55,Neurology,30,184234
8742,John Doe8742,57,Cardiology,23,176256
8743,James Anderson8743,30,Cardiology,21,166419
8744,Robert Lee8744,49,Ophthalmology,29,97649
8745,Michael Brown8745,61,General Surgery,35,197917
8746,Robert Lee8746,37,Dermatology,37,175221
8747,James Anderson8747,62,Ophthalmology,31,84993
8748,Michael Brown8748,50,General Surgery,17,155825
8749,Michael Brown8749,30,Pediatrics,14,100424
8750,David Wilson8750,60,General Surgery,17,143009
8751,Patricia Taylor8751,60,Ophthalmology,17,135515
8752,Jane Smith8752,30,Neurology,8,150237
8753,Sarah Davis8753,65,Pediatrics,11,118209
8754,David Wilson8754,60,Dermatology,20,141681
8755,Emily Johnson8755,57,Dermatology,20,187761
8756,John Doe8756,49,Dermatology,37,101124
8757,Sarah Davis8757,33,Pediatrics,35,152493
8758,Laura Martinez8758,45,Cardiology,38,118557
8759,David Wilson8759,64,Pediatrics,4,148926
8760,Patricia Taylor8760,52,Cardiology,8,199150
8761,Jane Smith8761,30,Cardiology,9,174388
8762,James Anderson8762,49,Neurology,33,91911
8763,Patricia Taylor8763,41,Cardiology,32,143085
8764,Laura Martinez8764,55,Orthopedics,34,151455
8765,James Anderson8765,26,Orthopedics,10,162537
8766,David Wilson8766,47,Pediatrics,25,199255
8767,Sarah Davis8767,58,Orthopedics,40,91756
8768,David Wilson8768,58,Pediatrics,1,119692
8769,David Wilson8769,53,Neurology,28,141557
8770,Michael Brown8770,25,Orthopedics,36,156730
8771,Jane Smith8771,59,Cardiology,31,130946
8772,David Wilson8772,64,Pediatrics,10,89593
8773,Emily Johnson8773,48,Neurology,13,102054
8774,Emily Johnson8774,51,Orthopedics,31,194320
8775,Sarah Davis8775,52,Cardiology,25,120489
8776,Michael Brown8776,57,Dermatology,7,135139
8777,Sarah Davis8777,43,Orthopedics,2,83539
8778,John Doe8778,57,General Surgery,39,103363
8779,Jane Smith8779,62,Pediatrics,30,155464
8780,David Wilson8780,45,Orthopedics,20,106064
8781,Robert Lee8781,61,Orthopedics,6,128989
8782,Michael Brown8782,40,Neurology,22,155074
8783,Sarah Davis8783,51,Neurology,7,109897
8784,Michael Brown8784,41,Cardiology,13,110442
8785,Laura Martinez8785,62,Pediatrics,38,124866
8786,Robert Lee8786,31,Orthopedics,27,115788
8787,Emily Johnson8787,42,Cardiology,2,152340
8788,James Anderson8788,50,Neurology,1,102916
8789,Jane Smith8789,59,Ophthalmology,39,169741
8790,Laura Martinez8790,62,Dermatology,7,86316
8791,Patricia Taylor8791,63,Cardiology,30,176400
8792,James Anderson8792,40,Neurology,24,156986
8793,Emily Johnson8793,48,Dermatology,2,189985
8794,Robert Lee8794,42,Cardiology,31,163760
8795,Robert Lee8795,26,Ophthalmology,25,81675
8796,Emily Johnson8796,35,Pediatrics,27,196747
8797,Sarah Davis8797,65,Ophthalmology,17,159686
8798,Patricia Taylor8798,39,Ophthalmology,6,119837
8799,Michael Brown8799,41,Ophthalmology,34,194789
8800,Jane Smith8800,29,Pediatrics,6,182924
8801,Jane Smith8801,30,Orthopedics,33,106271
8802,Emily Johnson8802,53,Cardiology,2,99693
8803,David Wilson8803,29,Dermatology,13,124304
8804,Laura Martinez8804,43,Neurology,25,103084
8805,Sarah Davis8805,27,Ophthalmology,30,154903
8806,David Wilson8806,63,Pediatrics,12,127097
8807,David Wilson8807,51,Cardiology,7,144521
8808,Sarah Davis8808,60,Orthopedics,6,122377
8809,Laura Martinez8809,31,Dermatology,14,89628
8810,Robert Lee8810,49,Ophthalmology,35,193075
8811,Laura Martinez8811,51,General Surgery,28,101383
8812,David Wilson8812,52,Orthopedics,32,113426
8813,Sarah Davis8813,52,Cardiology,21,141100
8814,John Doe8814,62,Orthopedics,24,80486
8815,Jane Smith8815,64,Orthopedics,11,140223
8816,Emily Johnson8816,42,Neurology,16,176206
8817,Patricia Taylor8817,62,Ophthalmology,25,192166
8818,John Doe8818,51,Ophthalmology,1,120132
8819,James Anderson8819,50,Ophthalmology,32,192891
8820,Emily Johnson8820,38,Cardiology,31,150691
8821,Laura Martinez8821,43,Orthopedics,27,199646
8822,Robert Lee8822,62,Cardiology,15,115868
8823,Patricia Taylor8823,25,Ophthalmology,34,198677
8824,David Wilson8824,55,General Surgery,40,111784
8825,Patricia Taylor8825,62,Cardiology,39,136944
8826,John Doe8826,52,Neurology,18,132765
8827,John Doe8827,61,Ophthalmology,38,133665
8828,Jane Smith8828,25,Pediatrics,40,195673
8829,Sarah Davis8829,51,Pediatrics,5,140993
8830,Sarah Davis8830,34,Ophthalmology,39,135053
8831,Laura Martinez8831,51,General Surgery,31,138056
8832,Jane Smith8832,27,Cardiology,17,157782
8833,Laura Martinez8833,51,Orthopedics,33,129644
8834,Sarah Davis8834,29,Orthopedics,6,123057
8835,David Wilson8835,42,Orthopedics,29,109919
8836,John Doe8836,63,Ophthalmology,31,196431
8837,James Anderson8837,58,Dermatology,3,188989
8838,Emily Johnson8838,44,Orthopedics,39,128125
8839,Emily Johnson8839,63,Ophthalmology,8,119720
8840,David Wilson8840,26,Dermatology,8,108530
8841,Jane Smith8841,56,Ophthalmology,15,135569
8842,Robert Lee8842,55,General Surgery,10,177028
8843,James Anderson8843,32,Dermatology,18,157124
8844,Emily Johnson8844,50,Cardiology,11,139168
8845,James Anderson8845,32,Neurology,24,132680
8846,David Wilson8846,54,General Surgery,31,192779
8847,Laura Martinez8847,32,General Surgery,21,90577
8848,John Doe8848,42,Orthopedics,39,99509
8849,John Doe8849,26,Ophthalmology,37,126020
8850,David Wilson8850,58,Orthopedics,13,138628
8851,Laura Martinez8851,42,Cardiology,3,124101
8852,David Wilson8852,46,Ophthalmology,10,188251
8853,Emily Johnson8853,58,Ophthalmology,32,177648
8854,John Doe8854,38,Pediatrics,34,86046
8855,Sarah Davis8855,45,General Surgery,18,96335
8856,Laura Martinez8856,25,Ophthalmology,38,102012
8857,Michael Brown8857,32,Cardiology,40,188015
8858,James Anderson8858,29,General Surgery,31,160307
8859,Michael Brown8859,28,Neurology,5,129790
8860,James Anderson8860,36,Orthopedics,12,86979
8861,Sarah Davis8861,33,Orthopedics,18,103456
8862,Patricia Taylor8862,25,Dermatology,26,93269
8863,Michael Brown8863,54,Neurology,15,164593
8864,Sarah Davis8864,55,Dermatology,8,103768
8865,Michael Brown8865,61,Dermatology,12,163274
8866,James Anderson8866,33,Neurology,24,197540
8867,Sarah Davis8867,63,Cardiology,34,140965
8868,Michael Brown8868,56,Pediatrics,32,194839
8869,Jane Smith8869,35,Ophthalmology,9,184989
8870,Sarah Davis8870,47,Dermatology,4,186317
8871,Jane Smith8871,29,Dermatology,35,186745
8872,Laura Martinez8872,34,Orthopedics,35,166462
8873,James Anderson8873,40,Orthopedics,21,93111
8874,Laura Martinez8874,41,Neurology,39,161811
8875,Laura Martinez8875,40,General Surgery,14,156578
8876,Jane Smith8876,61,Cardiology,18,147696
8877,David Wilson8877,58,Pediatrics,15,157102
8878,Patricia Taylor8878,49,Pediatrics,32,137703
8879,Laura Martinez8879,46,Cardiology,21,164481
8880,David Wilson8880,57,Orthopedics,34,81250
8881,Emily Johnson8881,33,Orthopedics,39,192691
8882,David Wilson8882,57,Ophthalmology,24,189314
8883,Laura Martinez8883,63,Pediatrics,17,155709
8884,Sarah Davis8884,42,Neurology,18,95585
8885,Jane Smith8885,49,Ophthalmology,7,171934
8886,Sarah Davis8886,35,General Surgery,25,188241
8887,Patricia Taylor8887,43,Cardiology,15,164952
8888,Emily Johnson8888,48,Orthopedics,27,99717
8889,John Doe8889,37,General Surgery,24,118154
8890,David Wilson8890,41,Cardiology,39,86857
8891,James Anderson8891,57,General Surgery,19,142362
8892,Laura Martinez8892,29,Neurology,14,191118
8893,Sarah Davis8893,28,Ophthalmology,11,95008
8894,David Wilson8894,62,Pediatrics,15,84018
8895,David Wilson8895,31,General Surgery,28,108222
8896,Sarah Davis8896,51,Neurology,4,84926
8897,Jane Smith8897,31,Neurology,4,141236
8898,Patricia Taylor8898,55,Ophthalmology,29,82464
8899,Jane Smith8899,31,Orthopedics,23,148588
8900,David Wilson8900,47,Orthopedics,37,175403
8901,Laura Martinez8901,37,Cardiology,35,88522
8902,Patricia Taylor8902,40,Cardiology,12,180816
8903,Michael Brown8903,44,Dermatology,37,129727
8904,Emily Johnson8904,50,Ophthalmology,23,83284
8905,John Doe8905,52,Ophthalmology,2,193593
8906,John Doe8906,61,Pediatrics,12,126535
8907,Michael Brown8907,60,Ophthalmology,30,163488
8908,Emily Johnson8908,43,Cardiology,18,192038
8909,John Doe8909,43,Cardiology,28,145988
8910,Robert Lee8910,36,Ophthalmology,1,143386
8911,Jane Smith8911,58,General Surgery,35,126734
8912,James Anderson8912,34,Dermatology,24,121622
8913,Emily Johnson8913,63,Ophthalmology,3,160670
8914,Emily Johnson8914,27,Cardiology,12,92695
8915,Robert Lee8915,44,Orthopedics,23,95870
8916,Jane Smith8916,59,Dermatology,23,173259
8917,James Anderson8917,32,Ophthalmology,29,184471
8918,Laura Martinez8918,27,Dermatology,8,150445
8919,Laura Martinez8919,51,Orthopedics,38,154439
8920,Jane Smith8920,61,Neurology,30,167820
8921,Patricia Taylor8921,50,Ophthalmology,39,164668
8922,Emily Johnson8922,55,Neurology,8,91615
8923,John Doe8923,51,General Surgery,4,99627
8924,James Anderson8924,35,Orthopedics,10,135654
8925,Laura Martinez8925,27,Cardiology,24,110358
8926,Robert Lee8926,52,Orthopedics,14,161741
8927,Laura Martinez8927,30,Cardiology,6,131216
8928,James Anderson8928,65,Orthopedics,20,181584
8929,David Wilson8929,49,Ophthalmology,3,175211
8930,Patricia Taylor8930,46,Pediatrics,17,162744
8931,Emily Johnson8931,65,Neurology,12,135971
8932,James Anderson8932,45,Orthopedics,13,180816
8933,Sarah Davis8933,44,Cardiology,16,186353
8934,David Wilson8934,29,Dermatology,4,128831
8935,John Doe8935,27,General Surgery,28,191487
8936,Laura Martinez8936,62,Neurology,14,179670
8937,Jane Smith8937,44,Pediatrics,29,119830
8938,Laura Martinez8938,31,Neurology,7,144514
8939,Robert Lee8939,54,General Surgery,10,165806
8940,Michael Brown8940,57,Dermatology,2,196131
8941,Sarah Davis8941,41,Neurology,35,133935
8942,Jane Smith8942,42,Ophthalmology,31,188700
8943,Sarah Davis8943,46,Cardiology,37,113494
8944,Emily Johnson8944,58,General Surgery,9,108812
8945,Robert Lee8945,56,General Surgery,37,135472
8946,Jane Smith8946,54,Dermatology,16,123151
8947,John Doe8947,33,Neurology,9,180448
8948,Patricia Taylor8948,37,Orthopedics,8,156561
8949,David Wilson8949,39,Ophthalmology,16,104255
8950,Patricia Taylor8950,34,Pediatrics,37,169562
8951,James Anderson8951,61,Cardiology,33,138360
8952,Laura Martinez8952,45,General Surgery,17,128496
8953,Sarah Davis8953,54,Dermatology,7,136548
8954,Jane Smith8954,51,Neurology,3,135510
8955,Jane Smith8955,25,General Surgery,29,188092
8956,Emily Johnson8956,49,Neurology,21,155271
8957,Emily Johnson8957,34,Cardiology,19,181367
